loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_2ership,annual_inc,verification_status,purpose,title,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,verification_status_joint,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method,target
21000,21000,21000,1,0.1691,520.89,2,10,0,66000,2,0,0,21.75,0,2,16,16422,0.602,34,0,20315.55,20315.55,1513.35,1513.35,684.45,828.9,0,520.89,0,0,-1,0,189839,3,3,1,2,5,25191,65,1,5,3445,63,27300,0,5,3,9,13560,4336,65.9,89,89,12,3,4,14,0,0,3,6,5,9,8,12,22,6,16,0,0,4,97.1,40,214528,41613,12700,38828,1,0
4000,4000,3975,0,0.1502,138.71,2,0,1,55000,1,0,0,18.52,0,1,15,10391,0.149,28,0,0,0,4120.978517,4095.22,4000,120.98,0,3990.61,0,0,-1,0,34635,1,2,1,4,7,24244,78,3,6,6134,34,69900,4,0,3,10,2474,53781,14.5,39,116,4,4,0,4,1,0,5,6,10,14,6,13,22,6,15,0,0,4,100,0,101064,34635,62900,31164,1,0
40000,40000,39975,1,0.1298,909.72,1,3,0,112000,1,0,0,15.38,0,0,17,31188,0.808,29,0,38553.3,38529.21,2657.05,2655.39,1446.7,1210.35,0,909.72,0,0,-1,47995,173282,0,8,0,0,38,18229,51,0,0,2312,66,38600,0,4,0,0,10193,88,96.3,151,212,70,38,3,135,,1,1,8,1,1,14,8,12,8,17,0,0,0,93.1,100,223490,49417,2400,35960,1,0
16000,16000,16000,0,0.1131,526.18,1,10,0,85000,1,0,0,24.68,0,3,12,9506,0.221,31,0,15245.7,15245.7,1037.28,1037.28,754.3,282.98,0,526.18,0,0,-1,0,155208,3,4,1,6,4,55646,80,2,2,4096,58,43000,3,1,6,9,12934,30994,23.5,92,100,1,1,2,1,1,0,3,3,6,10,10,7,19,3,12,0,0,3,100,0,205246,65152,40500,69276,1,0
7000,7000,7000,0,0.1298,235.8,1,6,1,68690,2,1,1,32.97,0,0,4,26445,0.94,14,1,6678.1,6678.1,464.03,464.03,321.9,142.13,0,235.8,0,0,-1,0,50166,0,2,0,1,23,23721,60,0,0,23041,94,28200,0,0,0,1,12541,14100,94,202,142,124,23,0,124,15,0,2,2,3,3,11,2,3,2,4,,0,0,100,50,67550,50166,28200,39350,1,0
10000,10000,9975,0,0.0881,317.12,0,7,0,75000,1,0,0,18.02,0,1,14,14385,0.516,27,0,9263.51,9240.35,939.12,936.77,736.49,202.63,0,317.12,0,0,-1,0,266199,1,3,3,3,2,21613,78,0,2,5549,65,27900,0,6,1,6,24200,2779,78.9,68,233,13,2,1,13,3,0,2,4,4,5,8,9,15,4,14,0,0,3,100,33.3,291355,35998,13200,27802,1,0
20000,20000,19975,1,0.118,442.88,1,10,1,77000,1,1,1,23.04,0,0,20,19938,0.571,32,0,19505.15,19480.77,852.98,851.91,494.85,358.13,0,442.88,0,0,-1,0,347973,1,9,0,2,13,70713,84,1,1,2888,76,34900,1,1,0,5,17399,12112,19.3,203,222,1,1,2,38,14,0,1,4,6,9,16,10,14,4,20,0,0,1,78.1,16.7,383712,90651,15000,84262,1,0
24000,24000,23725,0,0.1033,778.14,1,2,1,252000,1,1,1,8.07,0,0,10,26266,0.379,23,0,22270.58,22015.39,2299.99,2273.64,1729.42,570.57,0,778.14,0,1,1,0,29080,0,1,0,0,34,2814,10,0,2,21641,28,69300,0,0,0,2,2908,37734,41,289,254,18,18,2,18,,0,2,2,7,10,4,8,16,2,10,0,0,0,100,14.3,102440,29080,64000,29000,1,0
33350,33350,33325,1,0.1691,827.23,2,10,0,60000,0,3,3,26.36,1,0,20,24036,0.249,41,0,32263.01,32238.82,2403.36,2401.56,1086.99,1316.37,0,827.23,0,0,-1,0,176100,1,2,0,0,27,16407,50,1,2,4125,31,96400,0,6,0,2,8805,45482,9.6,155,191,1,1,2,19,17,1,3,7,9,14,12,17,25,7,20,0,1,1,92.5,0,301912,40443,50300,32912,1,0
4400,4400,4400,0,0.0756,136.99,0,5,1,47000,1,1,1,9.32,0,1,4,3561,0.136,5,0,4070.12,4070.12,406.35,406.35,329.88,76.47,0,136.99,0,0,-1,0,17153,0,1,0,1,19,13592,78,0,1,2978,39,26200,1,0,1,2,4288,18639,16,58,51,13,13,0,13,6,0,2,2,2,2,2,3,3,2,4,0,0,0,100,0,43662,17153,22200,17462,1,0
1800,1800,1800,0,0.0881,57.09,0,0,1,28600,1,0,0,6.29,0,0,5,364,0.182,5,0,1667.41,1667.41,169.07,169.07,132.59,36.48,0,57.09,0,0,-1,0,2023,0,1,0,1,14,1659,72,1,2,0,47,2000,2,0,2,3,506,,,14,227,7,7,0,227,7,0,0,2,1,1,1,4,4,2,5,0,0,1,100,,4300,2023,0,2300,1,0
20000,20000,20000,1,0.0819,407.35,0,10,0,72000,0,0,0,8.23,0,0,6,4747,0.1,12,0,12456.45,12456.45,7810.15,7810.15,7543.55,266.6,0,7407.35,0,0,-1,0,119588,0,1,0,1,15,11161,56,0,1,4747,24,47400,1,1,1,2,19931,39753,10.7,133,251,17,15,1,117,10,0,1,1,3,4,6,4,5,1,6,0,0,0,91.7,0,175407,15908,44500,20000,1,0
40000,40000,40000,0,0.0756,1245.36,0,10,1,160000,1,1,1,7.72,0,0,15,29552,0.231,24,1,38007.02,38007.02,2465.52,2465.52,1992.98,472.54,0,1245.36,0,0,-1,0,38246,1,1,0,1,14,8694,58,1,3,12324,27,127800,0,0,0,4,2550,92248,24.3,157,102,3,3,2,3,,0,7,7,13,15,4,14,18,7,15,0,0,1,100,0,142704,38246,121800,14904,1,0
15000,15000,15000,0,0.0702,463.3,0,0,1,125000,1,4,4,3.97,0,0,10,9021,0.157,15,1,14246.7,14246.7,961.7,961.7,753.3,208.4,0,463.3,0,0,-1,0,14548,1,1,0,1,14,5527,70,2,2,8417,22,57400,1,1,0,3,1616,47379,16,137,191,2,2,0,2,14,0,3,3,7,9,4,9,11,3,10,0,0,2,100,0,65325,14548,56400,7925,1,0
10000,10000,9975,0,0.1447,344.07,2,1,1,25000,1,1,1,36.34,0,1,7,6365,0.637,7,0,9321.42,9298.11,975.94,973.5,678.58,297.36,0,344.07,0,0,-1,0,29518,1,1,0,1,22,23153,74,1,2,2371,72,10000,0,0,1,3,4217,292,92.9,22,67,1,1,0,14,1,0,2,5,2,2,1,6,6,5,7,0,0,1,85.7,100,41208,29518,4100,31208,1,0
13500,13500,13500,0,0.1033,437.71,1,7,0,64000,1,0,0,21.18,0,0,11,12827,0.403,17,1,12854.24,12854.24,863.8,863.8,645.76,218.04,0,437.71,0,0,-1,4193,287688,0,3,0,1,14,23050,55,0,0,12822,48,31800,1,2,1,1,26153,18973,40.3,183,252,27,14,1,27,0,1,2,2,6,6,7,6,8,2,11,0,0,0,94.1,16.7,337715,36130,31800,41948,1,0
15000,15000,14975,1,0.1797,380.66,3,0,1,44000,0,0,0,17.16,0,1,11,10283,0.351,21,0,14524.85,14500.64,1104.54,1102.7,475.15,629.39,0,380.66,0,0,-1,0,28780,0,3,0,1,13,18497,85,0,1,4099,56,29300,1,0,3,2,2616,14128,22.8,82,89,13,13,0,13,0,0,3,5,6,6,12,8,9,5,11,0,0,0,100,16.7,51074,28780,18300,21774,1,0
4150,4150,4150,0,0.1298,139.79,1,1,1,41500,1,0,0,21.86,0,0,8,3821,0.509,16,1,3959.17,3959.17,275.09,275.09,190.83,84.26,0,139.79,0,0,-1,0,117273,1,5,2,4,3,113452,82,0,1,3799,77,7500,2,0,2,5,14659,201,95,112,114,19,3,0,28,8,1,1,2,1,3,9,3,7,2,8,0,0,2,93.8,100,121081,117273,4000,113581,1,0
25000,25000,25000,0,0.0881,792.79,0,7,0,110000,0,0,0,11.64,0,2,15,13592,0.195,31,1,23158.8,23158.8,2347.78,2347.78,1841.2,506.58,0,792.79,0,0,-1,0,355884,1,2,0,1,13,13292,32,1,3,11271,24,69700,1,0,4,5,23726,44543,22,171,222,9,1,1,9,0,0,2,6,6,8,11,12,19,6,15,0,0,2,100,0,439906,26884,57100,41206,1,0
10000,10000,10000,0,0.118,331.19,1,4,1,45000,1,0,0,25.31,0,0,9,12831,0.386,12,1,9532,9532,652.55,652.55,468,184.55,0,331.19,0,0,-1,0,25959,0,1,0,0,39,13128,38,1,2,6101,38,33200,0,0,2,2,2884,11665,47.9,60,55,9,9,0,9,6,0,3,6,4,5,3,8,9,6,9,0,0,1,100,25,67547,25959,22400,34347,1,0
5000,5000,5000,0,0.1356,169.83,2,11,1,73000,1,7,7,8.17,2,2,15,1660,0.135,23,1,3642.3,3642.3,1500.07,1500.07,1357.7,142.37,0,169.83,0,0,-1,0,13749,1,1,1,1,9,12089,78,7,7,352,50,12300,2,0,7,8,982,3905,13.2,147,163,3,3,0,3,0,1,3,5,5,7,5,12,16,5,15,0,0,8,78.3,0,27740,13749,4500,15440,1,0
12000,12000,11975,0,0.0702,370.64,0,10,0,94000,1,1,1,10.77,0,3,23,9434,0.1,36,0,11093.4,11070.29,1100.22,1097.93,906.6,193.62,0,370.64,0,1,1,0,217165,4,1,0,0,42,23012,,4,5,3850,10,93900,0,0,5,5,9871,72721,9.1,193,188,2,2,4,2,2,0,5,8,11,15,6,20,26,8,23,0,0,4,97.2,0,375635,32446,80000,44710,1,0
3600,3600,3575,0,0.0881,114.17,0,8,1,65000,0,0,0,19.28,0,1,10,12229,0.397,27,0,3334.84,3311.68,338.11,335.76,265.16,72.95,0,114.17,0,0,-1,0,188563,2,2,1,3,2,25388,79,2,3,4583,60,30800,4,1,2,6,18856,9732,49.6,125,233,2,2,4,2,2,1,5,7,5,6,4,7,19,7,10,0,0,3,96.3,20,295919,37617,19300,32119,1,0
15000,15000,15000,0,0.1614,528.4,2,3,1,84000,0,0,0,13.98,0,1,8,94,0.008,10,1,14342.31,14342.31,1036.62,1036.62,657.69,378.93,0,528.4,0,0,-1,795,38311,3,1,2,2,6,35438,,0,3,56,20,11400,0,0,2,6,4789,9806,0.9,33,52,16,3,0,16,6,0,3,3,4,4,3,6,6,3,8,0,0,3,100,0,54679,38311,9900,40500,1,0
15000,15000,14975,0,0.0702,463.3,0,10,0,90000,0,0,0,21.47,0,0,10,14689,0.465,40,0,13866.75,13843.64,1375.28,1372.99,1133.25,242.03,0,463.3,0,0,-1,0,178078,0,2,0,1,21,33719,50,0,0,2652,48,31600,1,3,0,3,17808,6768,45.4,279,212,56,21,4,172,21,0,3,6,3,5,21,7,15,6,10,0,0,0,95,0,229896,48408,12400,59796,1,0
6000,6000,5725,0,0.1131,197.32,1,6,2,39000,1,4,4,38.62,0,0,14,77768,0.88,51,0,5573.7,5318.24,582.54,555.84,426.3,156.24,0,197.32,0,0,-1,0,205544,0,11,0,1,17,127776,94,0,0,21408,93,133700,1,0,0,1,14682,4029,88,179,172,126,17,0,161,16,0,2,3,2,3,45,3,6,3,14,0,0,0,100,100,265429,205544,33700,131729,1,0
15000,15000,15000,0,0.1894,549.39,3,8,1,40000,1,1,1,35.7,0,0,4,19521,0.769,14,0,14047.2,14047.2,1608.71,1608.71,952.8,655.91,0,549.39,0,0,-1,0,39658,0,1,1,1,12,20137,86,1,1,13986,81,25400,1,0,5,2,9915,3779,80.5,25,115,11,11,0,26,12,0,2,3,2,7,2,3,12,3,4,0,0,2,100,50,48908,39658,19400,23508,1,0
8000,8000,8000,0,0.1033,259.38,1,7,0,52000,1,3,3,18.32,0,1,12,3433,0.232,31,1,7617.33,7617.33,511.87,511.87,382.67,129.2,0,259.38,0,0,-1,105,79496,3,4,3,4,5,29135,81,4,5,1153,64,14800,8,0,14,9,6625,8095,17.4,137,124,3,3,2,3,0,1,2,3,5,6,21,7,8,3,12,0,0,7,93.5,0,100803,32568,9800,36146,1,0
20000,20000,20000,1,0.118,442.88,1,6,2,97000,1,0,0,22.83,0,0,18,26177,0.365,37,0,19254.07,19254.07,1295.86,1295.86,745.93,549.93,0,442.88,0,0,-1,0,49359,0,3,2,2,9,23182,67,2,6,7061,46,71800,1,1,2,8,2742,9255,66.6,100,123,9,9,0,9,9,0,4,8,7,17,6,15,31,8,18,0,0,4,100,57.1,106381,49359,27700,34581,1,0
30000,30000,30000,1,0.1033,642.3,1,6,0,60000,1,3,3,35.74,0,0,10,20785,0.504,11,0,28837.9,28837.9,1883.86,1883.86,1162.1,721.76,0,642.3,0,1,1,0,65292,2,3,1,3,5,44507,77,1,1,6246,66,41200,1,0,0,4,6529,18015,53.6,89,332,3,3,0,3,13,0,5,5,6,6,4,7,7,5,10,0,0,2,100,16.7,98769,65292,38800,57569,1,0
32000,32000,32000,1,0.1356,737.31,2,2,2,76500,0,0,0,18.9,7,0,4,2568,0.734,33,1,31244.33,31244.33,1438.46,1438.46,755.67,682.79,0,737.31,0,0,-1,0,14240,0,2,0,1,14,9384,39,0,0,2568,44,3500,1,0,0,1,3560,932,73.4,59,281,36,14,0,52,14,2,1,1,1,11,4,1,28,1,4,0,3,0,78.8,0,32282,14240,3500,23918,1,0
12000,12000,11975,0,0.0819,377.09,0,10,0,73000,1,0,0,12.74,0,0,14,22406,0.786,38,0,11108.91,11085.77,1117.62,1115.29,891.09,226.53,0,377.09,0,0,-1,0,182963,0,7,0,0,63,24619,90,0,0,7134,84,28500,0,7,1,0,13069,3794,77,279,160,36,36,5,36,0,0,3,5,3,7,20,5,13,5,14,0,0,0,100,66.7,217306,47025,16500,27293,1,0
37000,37000,37000,0,0.0881,1173.33,0,10,0,85000,1,1,1,31.1,0,0,7,63750,0.699,19,1,35190,35190,2319.5,2319.5,1810,509.5,0,1173.33,0,1,1,0,231459,1,1,0,0,33,31568,,1,2,24092,70,91200,0,0,1,2,33066,15995,78.3,144,337,2,2,4,36,5,0,3,5,3,6,5,5,10,5,7,0,0,1,100,66.7,319798,95318,73700,49398,1,0
12000,12000,12000,0,0.0819,377.09,0,11,1,40000,1,0,0,26.25,0,0,11,9394,0.306,22,1,11407.61,11407.61,745.99,745.99,592.39,153.6,0,377.09,0,0,-1,0,23342,0,2,2,2,9,13948,79,0,0,5558,48,30700,1,0,1,2,2122,18006,34.3,160,108,25,9,0,31,9,0,4,4,6,7,10,9,12,4,11,0,0,2,100,16.7,48351,23342,27400,17651,1,0
40000,40000,40000,0,0.0702,1235.45,0,9,0,104000,0,1,1,12.47,0,0,16,41721,0.368,40,1,36987.73,36987.73,3447.5,3447.5,3012.27,435.23,0,1235.45,0,0,-1,0,332396,0,1,0,0,53,1126,5,1,2,7873,31,113500,0,4,1,4,20775,37218,49.8,151,183,7,7,3,7,7,0,8,10,8,16,13,14,24,10,16,0,0,1,100,25,437249,42847,74100,24091,1,0
18500,18500,18500,0,0.1894,677.58,3,4,0,94086,1,0,0,32.1,2,0,21,15050,0.666,31,0,17324.87,17324.87,1857.55,1857.55,1175.13,682.42,0,677.58,0,0,-1,0,216953,3,13,2,3,1,201903,106,2,2,5918,102,22600,1,0,3,5,10331,1135,90.7,173,176,1,1,2,26,1,1,3,6,3,5,19,8,10,6,21,0,0,4,87.1,100,232206,216953,12200,209606,1,0
25000,25000,25000,1,0.1447,587.82,2,10,2,216000,0,0,0,9.34,1,1,16,10555,0.13,30,0,24130.51,24130.51,1713.22,1713.22,869.49,843.73,0,587.82,0,0,-1,0,56632,0,3,1,2,7,46077,77,0,0,6145,31,81200,1,0,3,2,3540,58154,15.4,189,121,29,7,1,31,0,0,4,5,9,14,10,13,19,5,16,0,0,1,93.1,0,148262,56632,68700,67062,1,0
25000,25000,25000,1,0.1298,568.58,1,11,2,128000,1,0,0,12.55,0,2,28,868,0.009,50,0,24095.8,24095.8,1660.67,1660.67,904.2,756.47,0,568.58,0,0,-1,0,104531,3,3,2,4,3,35167,65,3,5,775,24,96300,4,0,3,9,3733,68332,1.3,208,328,0,0,3,0,1,1,2,2,7,14,10,24,37,2,28,0,0,5,96,0,356705,36035,69200,54405,1,0
39000,39000,38975,1,0.0819,794.34,0,6,0,150000,0,0,0,9.87,0,0,18,20850,0.448,44,0,37940.06,37915.74,1570.94,1569.93,1059.94,511,0,794.34,0,0,-1,0,411129,1,7,0,2,21,113546,100,0,2,11681,84,46500,2,5,6,6,22841,22550,48,130,184,17,5,1,17,9,0,3,3,6,10,26,9,16,3,18,0,0,1,100,33.3,440835,134731,43400,113472,0,0
15000,15000,15000,1,0.118,332.16,1,10,0,155000,1,0,0,10.48,0,0,7,7867,0.28,10,0,14440.55,14440.55,971.9,971.9,559.45,412.45,0,332.16,0,0,-1,0,76197,0,2,0,1,13,44801,87,0,1,5439,52,28100,2,0,1,3,10885,10733,42.3,38,256,17,13,1,27,6,0,2,2,2,3,2,4,7,2,7,0,0,0,100,0,117103,52668,18600,64003,1,0
18000,18000,18000,0,0.0819,565.64,0,10,0,91000,1,0,0,22.08,0,1,13,24117,0.369,30,1,17111.4,17111.4,1119,1119,888.6,230.4,0,565.64,0,0,-1,0,162308,3,2,2,2,3,51824,80,2,3,9451,44,65400,2,2,4,5,12485,33483,41.9,121,162,2,2,6,2,3,0,6,6,7,9,8,10,15,6,13,0,0,4,100,0,217745,75941,57600,55139,1,0
12800,12800,12800,1,0.1691,317.5,2,11,1,37500,1,2,2,28.03,0,0,6,9202,0.338,14,0,12382.8,12382.8,922.44,922.44,417.2,505.24,0,317.5,0,0,-1,0,26910,0,3,1,3,8,17708,75,0,2,4257,53,27200,2,1,1,5,4485,17998,33.8,126,149,18,8,0,18,8,0,3,3,3,5,9,3,5,3,6,0,0,1,100,0,50700,26910,27200,23500,1,0
6550,6550,6550,0,0.1298,220.64,1,10,2,37000,0,7,7,15.6,0,0,8,2828,0.16,15,1,6248.8,6248.8,434.2,434.2,301.2,133,0,220.64,0,0,-1,0,12889,1,1,1,1,2,10061,100,1,1,839,47,17700,0,0,0,2,1611,6317,12.3,82,263,7,2,0,25,,0,2,3,3,3,7,7,8,3,8,0,0,2,100,0,27735,12889,7200,10035,1,0
5500,5500,5500,0,0.1691,195.85,2,10,2,86000,0,0,0,24.04,0,1,7,8820,0.289,21,1,5261.64,5261.64,383.95,383.95,238.36,145.59,0,195.85,0,0,-1,126,70082,1,4,2,3,3,61262,83,1,2,8401,67,30500,4,0,7,5,10012,21680,28.9,153,201,10,3,1,10,3,0,2,2,3,4,14,3,6,2,7,0,0,3,95.2,33.3,104507,70082,30500,74007,1,0
9350,9350,9350,0,0.1356,317.57,2,0,1,52000,1,0,0,12.49,0,0,5,8303,0.847,7,1,8923.78,8923.78,624.57,624.57,426.22,198.35,0,317.57,0,0,-1,0,17153,0,1,1,2,8,8850,89,0,2,1390,87,9800,0,3,0,4,3431,1092,65.9,33,39,17,8,0,35,17,0,2,3,2,2,3,4,4,3,5,0,0,1,100,50,19800,17153,3200,10000,0,0
21500,21500,21500,0,0.0756,669.38,0,0,1,89000,1,0,0,3.4,0,0,3,908,0.045,6,1,0,0,21505.7842,21505.78,21500,5.78,0,21519.32,0,0,-1,0,6303,0,1,0,1,17,5395,58,0,0,462,22,20000,0,0,0,1,2101,19092,4.5,67,54,46,17,0,46,19,0,2,2,2,2,4,2,2,2,3,0,0,0,100,0,29370,6303,20000,9370,1,0
8800,8800,8800,0,0.1131,289.4,1,11,0,51000,1,1,1,14.54,0,2,21,4736,0.13,47,1,8174.76,8174.76,818.44,818.44,625.24,193.2,0,289.4,0,0,-1,0,266091,13,3,3,3,3,25517,96,14,17,2219,48,36300,4,1,5,21,13305,11858,19.9,146,162,0,0,3,4,0,4,3,7,5,12,16,17,28,7,21,0,0,18,95.5,0,301391,30253,14800,26591,1,0
30000,30000,29975,1,0.118,664.31,1,8,1,91768,1,1,1,17.09,0,0,15,20683,0.335,20,0,28881.14,28857.07,1943.76,1942.14,1118.86,824.9,0,664.31,0,0,-1,0,43475,2,8,2,4,5,22792,53,0,1,10787,42,61700,0,0,0,5,2898,39217,34.5,90,96,19,5,0,19,19,0,3,3,6,7,12,7,8,3,15,0,0,2,100,0,104499,43475,59900,42799,1,0
22000,22000,22000,0,0.0819,691.33,0,5,1,72000,1,0,0,10.55,0,0,16,11315,0.401,18,1,20913.95,20913.95,1367.64,1367.64,1086.05,281.59,0,691.33,0,0,-1,0,28659,0,7,0,1,23,17344,120,0,0,6160,67,28200,0,0,0,1,1791,12885,46.8,199,90,29,23,0,30,13,6,4,4,5,5,9,9,9,4,16,0,0,0,66.7,40,42703,28659,24200,14503,1,0
20000,20000,19975,1,0.1894,518.16,3,1,1,40000,1,0,0,14.52,0,0,7,7988,0.649,9,0,19382.88,19358.65,1501.87,1499.99,617.12,884.75,0,518.16,0,0,-1,0,11227,0,1,0,0,34,3239,56,0,1,1920,62,12300,0,0,0,1,1604,104,96.5,34,77,20,20,0,34,20,0,2,4,2,2,3,6,6,4,7,0,0,0,100,100,18046,11227,3000,5746,1,0
5000,5000,4975,0,0.0756,155.67,0,0,1,60000,1,1,1,12.74,0,0,4,3498,0.271,5,0,4750.88,4727.12,319.74,318.14,249.12,70.62,0,155.67,0,0,-1,0,39844,0,1,1,1,8,36346,,1,2,1415,27,12900,4,2,1,3,9961,9402,27.1,28,38,7,7,0,7,8,0,3,3,3,3,2,3,3,3,4,0,0,2,100,0,52085,39844,12900,39185,1,0
10000,10000,10000,0,0.1614,352.27,2,0,1,36400,1,0,0,4.12,0,1,4,2895,0.724,5,0,9561.53,9561.53,713.51,713.51,438.47,275.04,0,352.27,0,0,-1,0,2895,0,0,0,0,96,0,,0,1,715,72,4000,0,0,1,1,724,119,90.8,96,33,19,19,0,31,0,0,2,4,2,2,1,4,4,4,4,0,0,0,100,100,4000,2895,1300,0,1,0
15000,15000,14975,1,0.1298,341.15,1,4,1,56000,1,1,1,22.22,0,0,4,639,0.246,23,0,14457.47,14433.38,996.41,994.75,542.53,453.88,0,341.15,0,0,-1,250,16755,0,2,1,1,12,16116,42,0,0,0,41,2600,1,1,1,1,4189,,,205,108,44,12,0,,12,0,0,2,0,7,14,2,9,2,4,0,0,1,81.8,,40968,16755,0,38368,1,0
2000,2000,1975,0,0.0756,62.27,0,3,1,88000,1,0,0,8.26,0,2,14,199,0.002,54,0,0,0,2023.490227,1998.2,2000,23.49,0,812.99,0,0,-1,0,17191,2,2,3,5,4,16992,91,1,3,170,16,86000,10,3,7,9,1228,81401,0.2,140,150,11,4,2,11,2,0,3,3,9,14,27,11,23,3,14,0,0,4,98.1,0,104779,17191,81600,18779,1,0
25550,25550,25525,1,0.118,565.77,1,9,0,255000,0,1,1,18.32,0,0,28,57197,0.545,65,0,24597.11,24573.04,1655.44,1653.82,952.89,702.55,0,565.77,0,0,-1,0,386345,1,6,1,3,6,109606,78,1,4,9650,64,105000,3,0,2,7,13798,30624,58.6,178,170,11,6,5,21,11,0,9,16,11,12,33,21,27,16,28,0,0,2,100,72.7,478028,166803,74000,122338,1,0
18000,18000,17725,0,0.118,596.14,1,10,0,163000,1,1,1,11.98,2,2,14,25367,0.991,18,0,16730.17,16474.57,1758.92,1732.05,1269.83,489.09,0,596.14,0,0,-1,0,712734,1,7,1,3,4,171014,87,0,1,10141,89,25600,1,0,3,4,50910,67,99.7,52,68,23,4,3,23,4,1,5,6,5,5,9,6,6,6,14,0,0,1,83.3,100,761032,196381,24500,195781,1,0
30000,30000,29975,1,0.2534,886.53,4,10,1,44654.23,1,0,0,26.9,0,1,8,3126,0.152,22,0,29224.77,29200.41,2554.01,2551.88,775.23,1778.78,0,886.53,0,0,-1,0,12656,2,1,1,1,4,9530,95,1,1,1580,41,20600,1,0,2,2,1582,7911,27.4,62,232,5,4,0,5,4,0,3,4,3,10,2,7,20,4,8,0,0,2,100,0,30600,12656,10900,10000,1,0
16000,16000,16000,1,0.1298,363.89,1,10,1,100000,1,0,0,12.02,0,0,5,11885,0.232,10,1,15616.56,15616.56,710.47,710.47,383.44,327.03,0,363.89,0,0,-1,0,36900,0,1,1,2,11,25015,89,0,1,6779,47,51300,1,0,1,3,7380,39415,23.2,130,207,18,11,0,18,11,0,3,3,4,5,4,4,6,3,5,0,0,1,100,0,79300,36900,51300,28000,1,0
12000,12000,11750,0,0.118,397.43,1,1,1,110000,1,1,1,10.19,0,1,19,8421,0.256,27,0,11153.44,10921.08,1172.62,1148.19,846.56,326.06,0,397.43,0,0,-1,0,36454,5,1,2,3,3,28033,99,4,16,1584,60,32900,1,1,1,19,1919,7180,42.6,123,134,1,1,0,2,2,0,5,11,5,6,4,18,23,11,19,0,0,6,100,60,61177,36454,12500,28277,1,0
30000,30000,29975,1,0.1614,731.78,2,10,1,40000,1,1,1,21.69,0,0,9,14848,0.394,10,0,29001.85,28977.69,2128.09,2126.32,998.15,1129.94,0,731.78,0,0,-1,0,27365,0,3,1,1,11,12517,86,1,4,6921,52,37700,1,0,1,5,3041,9513,53.6,51,137,8,8,0,20,11,0,2,6,2,2,3,6,7,6,9,0,0,2,100,0,52200,27365,20500,14500,1,0
30000,30000,29975,1,0.0819,611.03,0,1,1,115000,0,0,0,13.99,0,0,9,34968,0.428,16,0,28772.82,28748.85,1798.97,1797.47,1227.18,571.79,0,611.03,0,0,-1,0,51209,1,1,0,0,25,16241,63,1,1,10616,48,81700,1,3,3,1,5690,45866,25.7,65,89,1,1,0,1,1,0,4,5,7,8,4,8,12,5,9,0,0,1,100,14.3,107330,51209,61700,25630,0,0
5000,5000,4975,0,0.1356,169.83,2,3,1,21000,0,1,1,16.34,1,0,12,7365,0.235,13,0,4656.15,4632.87,500.07,497.57,343.85,156.22,0,169.83,0,0,-1,0,7365,2,0,0,0,,0,,4,7,1731,24,31400,0,0,1,7,614,7439,37.5,,47,1,1,0,4,7,0,4,9,4,5,0,12,13,9,12,0,0,4,92.3,25,31400,7365,11900,0,1,0
15000,15000,15000,0,0.0756,467.01,0,1,0,80000,1,0,0,13.32,0,0,7,25792,0.423,18,1,13700.59,13700.59,1472.7,1472.7,1299.41,173.29,0,589.01,0,0,-1,0,259107,0,1,0,0,40,6369,32,3,3,8504,40,61000,0,0,2,4,37015,29858,41.5,180,131,8,8,3,56,10,0,3,4,3,5,4,5,11,4,7,0,0,4,100,0,310494,32161,51000,19994,1,0
7200,7200,7200,0,0.0756,224.17,0,10,0,80000,1,1,1,15.6,0,0,18,15424,0.279,45,0,6660.49,6660.49,664.95,664.95,539.51,125.44,0,224.17,0,0,-1,0,105066,1,3,2,3,8,18367,68,1,3,5466,41,55200,1,0,4,7,6180,31298,32,243,186,2,2,3,2,7,0,5,7,8,10,24,13,18,7,18,0,0,3,100,12.5,164128,33791,46000,27059,1,0
